Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags,Type,Popularity
Castlelyons Dominican Friary,http://irishantiquities.bravehost.com/cork/castlelyons/castlelyons.html,,-8.2335,52.089393,Cork,Castlelyons,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,2.9790290469893854
Killeshin Romanesque Doorway,,3.53599E+11,-6.997807671,52.84793949,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,7.0913937765509285
Kyrie Eleison Abbey,http://homepage.tinet.ie/~abbeydorney/Kyrieeleisonpictures.html,,-9.687159199999998,52.3534185,Kerry,Abbeydorney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,3.598129830480735
The Abbey Of Mount Saint Joseph,http://www.msjroscrea.ie/,35350525600,-7.855697999999999,52.963705000000004,Tipperary,Roscrea,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.245406906319034
Culleenamore Middens,http://www.carrowkeel.com/sites/coolrea/culleenamore.html,,-8.609237599999998,54.260578,Sligo,Strandhill,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,3.1329132024993194
Leac an Scail  - Kilmogue dolmen - Harristown Dolmen,http://www.megalithicireland.com/Kilmogue%20Dolmen.htm,,-7.261723,52.402923,Kilkenny,Knocktopher,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.463949554248737
St. Mullins Ecclesiastical Village,,3.53879E+11,-6.929015936,52.49129964,Carlow,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,3.366008687517921
Ardmore Round Tower And Cathedral,http://roundtowers.org/ardmore/index1.htm,,-7.72603896,51.94868846,Waterford,Ardmore,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.87340108132855
Tullaherin Round tower,,3.53568E+11,-7.1298504000000005,52.57935620000001,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,4.192982129632749
Carrowkeel Megalithic Site,http://www.megalithicireland.com/Carrowkeel%20home.htm,,-8.387667137000001,54.07453456,Sligo,Carrowkeel,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,2.7862042696837466
Augustinian Abbey Lorrha,"http://www.megalithicireland.com/Lorrha%20Augustinian%20Abbey,%20Tipperary.html",,-8.121999159,53.08941392,Tipperary,Lorrha,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,0.8879402381161148
Drumcliffe Round Tower And High Cross,http://www.megalithicireland.com/High%20Cross%20Drumcliffe.htm,,-8.4959115,54.326283499999995,Sligo,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.303074966536373
Kilree High Cross,http://www.megalithicireland.com/High%20Cross%20Kilree.htm,,-7.269553999999999,52.5181956,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,6.376704175000034
Dunmoe Castle,http://www.navanhistory.ie/index.php?page=dunmoe-castle-2,3.53875E+11,-6.637330800000001,53.673990100000005,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,4.868077156009458
Glanworth Castle And Dominican Friary,http://irishantiquities.bravehost.com/cork/castlelyons/castlelyons.html,,-8.354436999999999,52.1882374,Cork,Glanworth,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,4.942000332771272
Saint Cronan's 10th Century Church Tuamgraney,http://www.discoverloughderg.ie/tuamgraney-church,35361921351,-8.5393666,52.896694499999995,Clare,Tuamgraney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.530651834271873
"Old St Mary's Church, Clonmel",https://www.stmarysparishclonmel.ie/,3.53053E+12,-7.705396400000001,52.3543347,Tipperary,Oldbridge,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,7.190165564117896
Donaghpatrick Church,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/donaghpatrick-church,,-6.7595491999999995,53.69656170000001,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.900813098444318
Fahan Beehive Huts,http://www.ancientireland.org/fahan,3.53879E+11,-10.421536,52.1016785,Kerry,Fahan,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,4.9181428734800905
Clare Abbey,http://monastic.ie/history/clare-augustinian-abbey,3.53657E+11,-8.9689595,52.8290238,Clare,Ennis,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.2345705096898225
Killagholehane Cemetery and Church,https://www.limerick.ie/discover/eat-see-do/history-heritage/churches-settlements/killagholehane-cemetery-and-church-ruin,35361396255,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.491958806384098
St. Patrick's Well Cross,,,-7.393276564,52.41607104,Tipperary,Ahenny,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,4.535568874379725
Clonfert Cathedral,http://www.megalithicireland.com/Clonfert%20Cathedral.html,,-8.0583679,53.2406887,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,7.430770448538926
Ferns Cathedral,https://www.archaeology.ie/monument-of-the-month/archive/ferns-co-wexford,,-6.4926135,52.5899833,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,3.8167064824842285
Whitefriar Street Church,http://www.carmelites.ie,+353(0)14758821,-6.266451999999999,53.339835,Dublin,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping",Shopping,2.325523479333423
Fore Abbey,https://heritageireland.ie/visit/places-to-visit/fore-abbey/,3.5345E+11,-7.227154,53.683924,Westmeath,Fore,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",Church/Monastery,4.31097433700152
Killoughternane,,,-6.824711152999999,52.66285596,Carlow,Bagenalstown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",Church/Monastery,3.5223342011884045
Hill of Slane,,3.5342E+11,-6.5401217,53.7176713,Meath,Slane,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",Church/Monastery,2.6527089931739125
Ahenny High Crosses,http://www.megalithicireland.com/High%20Cross%20Ahenny.htm,,-7.393333382000001,52.41253746,Tipperary,Ahenny,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",Church/Monastery,5.235326436183811
Ardmulchan Church,"http://www.megalithicireland.com/Ardmulchan%20Church,%20Meath.html",,-6.628602000000001,53.67181020000001,Meath,Kells,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",Church/Monastery,5.058907806539985
Kildemock Jumping Church,http://www.louthholidays.com,3.53429E+11,-6.518018,53.831371,Louth,Ardee,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",Church/Monastery,5.0276746588260615
Donaghmore Round Tower,http://www.navanhistory.ie/index.php?page=donaghmore,,-6.6624650999999995,53.670453,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",Church/Monastery,5.569010297143588
St. Luke's Church,http://www.liveatstlukes.com/,,-8.457078,51.904255,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music",Church/Monastery,4.170244040212383
St. Mary's Pro Cathedral,http://www.procathedral.ie,+353(0)18745441,-6.258885,53.351138,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music,Food Shops,Shopping",Shopping,3.4101751823743873
Sliabh Beagh Adventures,https://sliabhbeaghadventures.ie,,-7.1294300999999995,54.30568910000001,Monaghan,Knockatallon,Republic of Ireland,"Climbing,Activity Operator,Cycling,Walking,Natural Landscape",Walk/Nature,1.639884681161139
The Manor Fields Adare,http://manorfieldsadare.com/,3.53874E+11,-8.7913384,52.5547882,Limerick,Adare,Republic of Ireland,"Climbing,Activity Operator,Gaa,Walking",Walk/Nature,3.7691287906970636
Alix Gardners Cookery School,http://www.dublincookery.com,+353(0)16681553,-6.2453330000000005,53.329643999999995,Dublin,Ballsbridge,Republic of Ireland,"Cooking,Cookery,Learning,Activity Operator,Historic Houses and Castle,Artisan,Food and Drink,Restaurant,Local Produce",House/Castle,5.088029865364839
The Irish Rock 'N' Roll Museum Experience,https://www.facebook.com/irishrockmuseum,+353(0)16351993,-6.2645992999999995,53.344865000000006,Dublin,,Ireland,"Covid Safety Charter,Activity Operator,Museums and Attraction,Traditionally Irish,Food Shops,Shopping,Tour",Museum,3.7839144360129247
Dublin Discovered Boat Tours,http://www.instagram.com/dublindiscovered,+353(0)14730000,-6.261545,53.34718,Dublin,,Republic of Ireland,"Covid Safety Charter,Activity Operator,River,Discovery Point,Boat,Tour",Walk/Nature,4.943898381679584
Charles Fort,https://heritageireland.ie/places-to-visit/charles-fort-national-monument/,3.53215E+11,-8.4989435,51.6970946,Cork,Kinsale,Ireland,"Covid Safety Charter,Castle,Historic Houses and Castle",House/Castle,5.812938436250968
Crafts of Ireland,http://craftsofireland.ie,3.53868E+11,-7.088652799999999,53.78546600000001,Cavan,Virginia,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Activity Operator,Art Gallery",Shopping,5.495463740521688
National Print Museum,https://www.nationalprintmuseum.ie,35316603770,-6.2354701,53.33529010000001,Dublin,,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Local Produce,Restaurant,Food Shops,Tour",Museum,7.1486315567686605
Merry Ploughboy Pub Traditional Nights,http://www.mpbpub.com,35314931495,-6.2968957,53.26414989999999,Dublin,Rathfarnham,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Activity Operator,Historic Houses and Castle,Traditionally Irish,Venue,Music,Local Produce,Pubs and Bar,Food Shops,Shopping",Shopping,7.015718837116826
Howth Castle,http://howthcastle.ie,+353(0)18321027,-6.079225289,53.3865384,Dublin,Howth,Republic of Ireland,"Covid Safety Charter,Golf,Walking,Historic Houses and Castle,Castle",Walk/Nature,5.503934160616999
Dalkey Castle & Heritage Centre,https://www.dalkeycastle.com,35312858366,-6.1055397000000005,53.2779072,Dublin,Dalkey,Ireland,"Covid Safety Charter,Historic Houses and Castle,Castle,Museums and Attraction,Literary Ireland,Food Shops,Shopping,Tour",Museum,4.306840914362132
Titanic Experience Cobh,http://www.titanicexperiencecobh.ie,3.53215E+11,-8.2947994,51.8499294,Cork,Kilgarvan,Ireland,"Covid Safety Charter,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour",Museum,4.291335241506653
Science Gallery Dublin,https://dublin.sciencegallery.com,35318964091,-6.255503181,53.34386166,Dublin,,Ireland,"Covid Safety Charter,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping",Museum,5.636911547868161
Clare Heritage & Genealogy Centre,http://www.clareroots.com,3.53657E+11,-9.0627719,52.94498170000001,Clare,Corofin,Ireland,"Covid Safety Charter,Learning,Activity Operator,Tracing Your Ancestors,Museums and Attraction",Museum,6.976866037137611
The Round Tower Clondalkin,http://theroundtower.ie,+353(0)15554648,-6.39537391,53.32208417,Dublin,Clondalkin,Ireland,"Covid Safety Charter,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Cafe,Food and Drink,Vegan,Restaurant,Vegetarian,Food Shops,Shopping,Tour",Museum,6.026906328533242
Old Cork Waterworks Experience,http://www.lifetimelab.ie,3.53215E+11,-8.509293099999999,51.895022999999995,Cork,,Ireland,"Covid Safety Charter,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink",Museum,4.526944328865668
Ardgillan Castle and Victorian Gardens,https://ardgillancastle.ie,35318492212,-6.1616584,53.5817894,Dublin,Balbriggan,Ireland,"Covid Safety Charter,Learning,Walking,Historic Houses and Castle,Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Local Produce,Restaurant,Tour",Walk/Nature,4.043853087313277
Lackagh Museum and Heritage Centre,https://www.lackaghmuseum.ie,3.53878E+11,-8.8910537,53.3695037,Galway,,Ireland,"Covid Safety Charter,Museums and Attraction",Museum,4.417107562892085
The People's Museum of Limerick,http://peoplesmuseum.ie,3.53871E+11,-8.6299147,52.658244700000004,Limerick,Limerick City,Republic of Ireland,"Covid Safety Charter,Museums and Attraction",Museum,3.2441724714725364
Kings Inns,http://www.kingsinns.ie,+353(0)18744840,-6.271646072999999,53.35287142,Dublin,,Republic of Ireland,"Covid Safety Charter,Photography,Learning,Walking,Historic Houses and Castle,Food Shops,Shopping",Shopping,6.72267541602732
The Irish Dance Party,http://irishdanceparty.com,3.53877E+11,-6.254835099999999,53.350793200000005,Dublin,Dublin,Ireland,"Covid Safety Charter,Restaurant,Food and Drink,Activity Operator,Historic Houses and Castle,Traditionally Irish,Venue,Music,Local Produce,Pubs and Bar,Food Shops,Shopping",Shopping,5.758245300225262
Rascals Brewing Company,https://rascalsbrewing.com,35315382051,-6.324065099999999,53.3361014,Dublin,Inchicore,Ireland,"Covid Safety Charter,Restaurant,Food and Drink,Activity Operator,Museums and Attraction,Pubs and Bar,Food Shops,Shopping,Tour",Museum,3.3814344322409213
Urban Brewing,http://urbanbrewing.ie,+353(0)15685989,-6.248247449,53.34908681,Dublin,,Ireland,"Covid Safety Charter,Restaurant,Food and Drink,Museums and Attraction,Historic Houses and Castle,Local Produce,Pubs and Bar,Activity Operator,Food Shops,Shopping,Tour",Museum,5.035525159035959
Avoca Powerscourt,https://www.avoca.com/en/stores-and-cafes/powersourt,35312046066,-6.1866327000000005,53.184251,Wicklow,Enniskerry,Republic of Ireland,"Covid Safety Charter,Restaurant,Food and Drink,Shopping,Shopping Centres and Department Store,Historic Houses and Castle,Cafe,Vegetarian,Food Shops",Shopping,3.147079294710889
Phoenix Park Visitor Centre and Ashtown Castle,http://www.phoenixpark.ie,+353(0)16770095,-6.331008,53.366091000000004,Dublin,Phoenix Park,Republic of Ireland,"Covid Safety Charter,Walking,Activity Operator,Castle,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Food Shops,Shopping",Shopping,6.057939809004084
Pearse Museum and St. Enda's Park,http://pearsemuseum.ie,+353(0)14934208,-6.2815878220000005,53.28293774,Dublin,Rathfarnham,Republic of Ireland,"Covid Safety Charter,Walking,Historic Houses and Castle,Gardens,Garden,Museums and Attraction,Public Park,Nature and Wildlife,Cafe,Food and Drink,Tour",Museum,6.541790817668108
Biddy's Cottage,https://www.biddyscottage.com,3.53864E+11,-6.096538524,53.27655982,Dublin,Dalkey,Ireland,"Craft,Shopping,Activity Operator,Historic Houses and Castle,Local Produce,Food and Drink,Restaurant,Food Shops",Shopping,4.519925068574807
Martina Furlong - Artists Studio Gallery,https://www.martinafurlong.com/,3.53875E+11,-6.4063611,52.49821899999999,Wexford,Gorey,Ireland,"Craft,Shopping,Art Gallery",Shopping,6.1965978061327585
Bourn Vincent Gallery,https://ulsites.ul.ie/visualarts/current-and-upcoming-events,35361333644,-8.573732000000001,52.6744919,Limerick,,Ireland,"Craft,Shopping,Art Gallery",Shopping,4.574993467274656
The Gallery,http://www.thegallerydunfanaghy.com/,3.53749E+11,-7.9772202000000005,55.1791123,Donegal,Dunfanaghy,Ireland,"Craft,Shopping,Art Gallery",Shopping,3.489542716840883
Vanda Art Gallery,http://www.vandaluddy.com,3.53873E+11,-9.052645,53.273518,Galway,,Ireland,"Craft,Shopping,Art Gallery",Shopping,4.366917747819858
Kilcock Art Gallery,https://kilcockartgallery.ie/,35316287619,-6.668215400000001,53.3998824,Kildare,,Ireland,"Craft,Shopping,Art Gallery",Shopping,4.720917797690727
Sean Burns Gallery,http://www.seanburnsdesign.blogspot.com,+353(0)949372626,-8.996791,53.712736,Mayo,Claremorris,Ireland,"Craft,Shopping,Art Gallery",Shopping,5.6230857441189706
The Back Lane Pop Up Gallery,http://thebacklanegallery.blogspot.com/,3.53873E+11,-9.5062927,52.0589956,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery",Shopping,6.7900125827603235
Exchange Dublin,https://exchangedublin.ie/,,-6.268322263,53.34454746,Dublin,,Ireland,"Craft,Shopping,Art Gallery,Activity Operator",Shopping,6.45891920900814
Project Arts Centre,http://www.projectartscentre.ie,+353(0)18819613,-6.266229,53.34502,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Art Gallery,Activity Operator,Food Shops",Shopping,6.33953009324614
Foust Gallery,http://www.sarafoustartist.com,3.53863E+11,-9.293533,52.9398625,Clare,,Ireland,"Craft,Shopping,Art Gallery,Food Shops",Shopping,3.280394769556236
City Assembly House,http://www.igs.ie/conservation/project/city-assembly-house-a-history,+353(0)16798675,-6.2624531999999995,53.34199229,Dublin,,Ireland,"Craft,Shopping,Historic Houses and Castle,Art Gallery,Museums and Attraction,Food Shops",Museum,4.577136617487727
Black Church Print Studio,http://blackchurchprint.ie/,+353(0)16773629,-6.264056,53.345634999999994,Dublin,,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator,Art Gallery",Shopping,5.776737550490066
"Imaginosity, Dublin Children’s Museum",http://www.imaginosity.ie,+353(0)12176130,-6.216709,53.277381999999996,Dublin,Sandyford,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Food Shops",Museum,0.8740695513168388
Aine Dunne - Fine Art Tapestry Weaver,http://www.ainedunneweaver.com,3.53879E+11,-6.351277,53.762114000000004,Louth,Drogheda,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator",Shopping,7.017452745399959
Ballyhugh Art and Culture Centre Painting,http://homepage.eircom.net/~ballyhugh,3.535E+11,-7.583964736,54.11607379,Cavan,Ballyconnell,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator",Shopping,2.9446746662984804
RUA RED South Dublin Arts Centre,http://www.ruared.ie,+353(0)14515860,-6.2603097000000005,53.34980529999999,Dublin,Tallaght,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink",Shopping,5.55876252702799
Droichead Arts Centre,http://www.droichead.com/,+353(0)419833946,-6.3533029999999995,53.714428000000005,Louth,Drogheda,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink,Pubs and Bar,Activity Operator",Shopping,4.325908815819973
Dublin Writers Museum,http://www.writersmuseum.com,+353(0)18722077,-6.263985,53.354366000000006,Dublin,,Republic of Ireland,"Craft,Shopping,Learning,Historic Houses and Castle,Museums and Attraction,Literary Ireland,Food Shops,Tour",Museum,6.9382976810403605
Tech Amergin,http://www.techamergin.com,3.53669E+11,-10.172331,51.829584999999994,Kerry,Waterville,Ireland,"Craft,Shopping,Learning,Movies,Cinema,Venue,Art Gallery",Shopping,6.307514544260894
Áras Inis Gluaire,http://arasinisgluaire.ie/main/,+353(0)9781079,-9.988932505,54.22246655,Mayo,Belmullet,Republic of Ireland,"Craft,Shopping,Learning,Movies,Cinema,Venue,Art Gallery,Music,Cafe,Food and Drink",Shopping,3.321312659583245
National College Of Art And Design,http://www.ncad.ie,+353(0)16364200,-6.253916568999999,53.3409606,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Learning,Photography,Activity Operator,Art Gallery,Cafe,Food and Drink",Shopping,5.194810592803686
The Ballinglen Museum of Art,http://www.ballinglenartsfoundation.org,3539643184,-9.3722177,54.279739899999996,Mayo,Ballycastle,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery,Museums and Attraction",Museum,3.9347544619182457
Burren Art & Craft Fair,https://www.facebook.com/burrencrafts,3.53868E+11,-9.150688235,53.11695957,Clare,Ballyvaughan,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops",Shopping,4.024519618615998
The Lace Gallery,http://www.thelacegallery.com,3.53599E+11,-6.7364351,52.7535167,Carlow,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops",Shopping,5.212128254153542
Market House Design,https://www.craftinireland.com/events/details/market-house-design,3.53949E+11,-6.2948238,52.675610899999995,Wexford,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops",Shopping,8.86842912549627
The Design Tower,http://thedesigntower.com/,,-6.239626,53.341925,Dublin,,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops",Shopping,6.139967305940848
Riversdale Barge Holidays,http://www.riversdaleholidays.com/,3.5372E+11,-7.7950084,54.0294267,Leitrim,Ballinamore,Ireland,"Cruising,Activity Operator,River,Discovery Point,Boat,Tour",Walk/Nature,3.606959199865226
Locaboat Ireland,https://www.locaboat.com/en/boating-holidays/ireland/shannon/,3.5372E+11,-8.099788372999999,53.94423816,Leitrim,,Republic of Ireland,"Cruising,Activity Operator,River,Discovery Point,Boat,Tour",Walk/Nature,5.473024450976797
Pleasure Cruisers,http://www.pleasurecruisers.ie,3.53863E+11,-7.927676153999999,53.83131319,Leitrim,Roosky,Republic of Ireland,"Cruising,Activity Operator,River,Discovery Point,Boat,Tour",Walk/Nature,4.685462651275115
Marlay Park,http://www.dlrcoco.ie/parks/marlay_information.html,+353(0)14937372,-6.276237376,53.27676505,Dublin,Rathfarnham,Republic of Ireland,"Cycling,Golf,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Venue,Music,Sports Venues,Cafe,Food and Drink,Local Produce,Restaurant,Food Shops,Shopping,Tour",Shopping,3.6428385576208244
Marlay Demesne,http://www.dlrcoco.ie/en/parks-outdoors/parks/marlay-park,+353(0)12054700,-6.27569,53.2796,Dublin,Rathfarnham,Republic of Ireland,"Cycling,Golf,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Venue,Music,Sports Venues,Cafe,Food and Drink,Local Produce,Restaurant,Food Shops,Shopping,Tour",Shopping,3.6945366658552623
Spanish Point,,,-9.432739,52.842867000000005,Clare,Spanish Point,Ireland,Discovery Point,Walk/Nature,6.576525964972904
Marblehill,,,-7.9019326,55.176389,Donegal,Dunfanaghy,Ireland,Discovery Point,Walk/Nature,5.971474461801308
Trá na gCeann (Silver Strand),,,-9.1247356,53.250939,Galway,Barna,Ireland,Discovery Point,Walk/Nature,7.737290023089582
Inis Meáin (Inishmaan) Seaport,,,-9.5879368,53.0894286,Galway,,Ireland,Discovery Point,Walk/Nature,7.547945220253467
Aughris Head,,,-8.7570235,54.26894300000001,Sligo,Templeboy,Ireland,Discovery Point,Walk/Nature,5.978590176388083
Droichead Charraig an Logáin (Carrickalegaun Bridge) .,,,-9.6563065,53.288173,Galway,Lettermore,Ireland,Discovery Point,Walk/Nature,6.890056707340235
Inishcrone Pier (Enniscrone Pier),,,-9.096038,54.220128,Sligo,Enniscrone,Ireland,Discovery Point,Walk/Nature,6.18085928604453
Killala Quay,,,-9.219283500000001,54.21324499999999,Mayo,Killala,Ireland,Discovery Point,Walk/Nature,4.663679360293876
Samphire Island,,,-9.859530615,52.27970839,Kerry,Fenit,Republic of Ireland,Discovery Point,Walk/Nature,7.080621604885754
Bá Fhionntrá (Fintragh Bay),,,-8.488220599999998,54.635293999999995,Donegal,,Ireland,Discovery Point,Walk/Nature,4.576638281665538
Cappagh Pier,,,-9.498636999999999,52.62854599999999,Clare,Kilrush,Ireland,Discovery Point,Walk/Nature,4.389877458676732
Mountain Stage,,,-10.034603,52.035924,Kerry,Glenbeigh,Ireland,Discovery Point,Walk/Nature,2.826536082777092
Carrownisky Strand,,,-9.893226,53.735383,Mayo,Louisburgh,Ireland,Discovery Point,Walk/Nature,4.197517682077258
Lackan Strand,,,-9.257448599999998,54.274154,Mayo,,Ireland,Discovery Point,Walk/Nature,7.5688372470764005
Inis Cathaigh - Scattery Island Discovery Point,,,-9.518447007,52.61440511,Clare,Kilrush,Ireland,Discovery Point,Walk/Nature,7.425695650737241
